id,price
22730,5294294.5
22731,4694898.0
22732,5290968.5
22733,5094447.5
22734,4471718.5
22735,5035536.5
22736,4446325.5
22737,4710217.0
22738,4163117.8
22739,4228433.5
22740,4858228.0
22741,4362696.5
22742,4526260.5
22743,4588576.5
22744,4565005.0
22745,3980625.2
22746,4802360.5
22747,4046463.5
22748,4338492.0
22749,5519898.0
22750,5138880.5
22751,4640526.5
22752,5647593.0
22753,3386559.8
22754,4301735.5
22755,3677157.2
22756,5072442.0
22757,4553376.5
22758,4699752.5
22759,4727477.5
22760,3764530.2
22761,5915312.0
22762,4775390.5
22763,5094908.0
22764,4671121.5
22765,4073066.8
22766,4799686.5
22767,4508673.0
22768,4227422.5
22769,5117827.5
22770,4569776.5
22771,4361823.0
22772,4100585.2
22773,3971673.8
22774,6181751.5
22775,4711128.5
22776,3900822.5
22777,4448752.5
22778,4439983.5
22779,4391236.0
22780,5406088.5
22781,5309768.5
22782,4864332.5
22783,4429264.5
22784,4261916.5
22785,4348652.5
22786,4512956.0
22787,4662155.0
22788,4662918.5
22789,4644800.5
22790,4770805.5
22791,4646842.5
22792,4695189.5
22793,5537683.0
22794,4649763.5
22795,4557154.5
22796,4365276.0
22797,5096050.5
22798,5044801.5
22799,5686233.0
22800,3775390.8
22801,5298319.0
22802,4733451.5
22803,3858572.5
22804,4774647.0
22805,5583211.5
22806,3595308.2
22807,3727942.5
22808,4089493.2
22809,3746312.8
22810,4505655.5
22811,4188113.8
22812,3841296.8
22813,3110141.5
22814,4611310.5
22815,4635486.5
22816,4335113.5
22817,4114518.8
22818,4956393.5
22819,5642155.5
22820,5320515.5
22821,4410385.5
22822,5458176.5
22823,3981193.2
22824,4268355.0
22825,4470284.5
22826,4210361.0
22827,5827067.5
22828,3794032.2
22829,4779805.0
22830,5598307.0
22831,4482920.5
22832,3783953.8
22833,4831171.0
22834,4745452.5
22835,3544777.2
22836,4620518.5
22837,5074165.5
22838,5065157.0
22839,3988481.2
22840,3997438.8
22841,5177390.5
22842,4780123.5
22843,4567176.0
22844,4059933.8
22845,4097684.8
22846,4007822.2
22847,4296664.0
22848,5167928.5
22849,5352292.0
22850,5673468.5
22851,4892111.0
22852,5389155.0
22853,4656731.0
22854,4338069.5
22855,3354698.2
22856,4477512.0
22857,4345267.5
22858,4103444.2
22859,5256086.0
22860,4289777.5
22861,4023994.5
22862,4990319.5
22863,5473752.0
22864,5507901.5
22865,5618199.5
22866,4262985.0
22867,4093778.8
22868,3709021.2
22869,4565042.0
22870,4593317.5
22871,4870711.5
22872,4050211.5
22873,4036726.8
22874,3352936.2
22875,4955985.5
22876,3695057.8
22877,4787069.0
22878,4042806.8
22879,3643092.8
22880,3527933.2
22881,4288928.5
22882,5370585.5
22883,4592261.5
22884,4787158.5
22885,5362523.5
22886,4824867.0
22887,4167726.5
22888,4656134.5
22889,4616636.5
22890,5267001.5
22891,5453894.0
22892,3823827.2
22893,4528918.5
22894,5071791.5
22895,3474609.2
22896,5346521.5
22897,4154092.8
22898,4470928.5
22899,4571507.0
22900,4577981.5
22901,3985806.0
22902,4446651.0
22903,4589524.0
22904,4240533.5
22905,4604631.5
22906,4888538.5
22907,5104879.5
22908,3743949.0
22909,4976855.0
22910,5329192.5
22911,3898787.8
22912,4432744.0
22913,5796948.5
22914,4798138.5
22915,4505614.5
22916,5350868.5
22917,4509316.0
22918,4453321.0
22919,4114361.5
22920,4927378.5
22921,3778004.8
22922,4837502.0
22923,5434579.5
22924,4333328.5
22925,4624015.5
22926,4114843.8
22927,5015094.5
22928,5455104.0
22929,3809207.8
22930,5248305.5
22931,4543561.5
22932,4493492.5
22933,4877208.0
22934,3173015.2
22935,5366194.0
22936,5225155.5
22937,5920229.5
22938,5649620.5
22939,4291649.0
22940,5263460.5
22941,5370218.5
22942,5248303.0
22943,4757841.0
22944,4195465.0
22945,3776795.0
22946,4111437.2
22947,5207463.5
22948,4812648.5
22949,3984073.8
22950,5366459.0
22951,5427619.0
22952,4386154.5
22953,4680545.5
22954,3726791.5
22955,4315510.5
22956,4472413.0
22957,4903887.5
22958,4949682.5
22959,5229345.5
22960,5552538.0
22961,4127010.2
22962,4746160.0
22963,4603544.5
22964,4483296.5
22965,3852498.5
22966,4869546.5
22967,4814372.0
22968,4099830.8
22969,4753059.0
22970,4708029.5
22971,3502149.8
22972,4083272.8
22973,4672286.5
22974,4786351.5
22975,4149736.8
22976,5176656.5
22977,5064588.0
22978,4518977.5
22979,4313003.5
22980,5311044.5
22981,5452989.5
22982,4931625.0
22983,4761478.5
22984,3888709.8
22985,5439201.0
22986,4312929.5
22987,4800741.5
22988,5260328.0
22989,4968982.0
22990,3812228.8
22991,5853428.5
22992,5292963.0
22993,4912907.5
22994,4450634.5
22995,5655750.5
22996,5121090.5
22997,4300615.5
22998,5413356.5
22999,4950432.5
23000,4985277.5
23001,4688157.0
23002,5549514.0
23003,4394693.5
23004,5624529.5
23005,4980040.0
23006,4698971.5
23007,5263897.5
23008,3861307.8
23009,4526893.0
23010,5072957.0
23011,5430536.5
23012,5045628.5
23013,4590739.5
23014,5056409.5
23015,3982209.0
23016,4719863.5
23017,5273761.0
23018,5974988.5
23019,5069957.5
23020,4801905.0
23021,4244040.5
23022,5101056.5
23023,3430350.5
23024,4863270.5
23025,5374405.5
23026,4817312.5
23027,4505537.0
23028,4502223.0
23029,4708539.0
23030,3859235.2
23031,5301899.0
23032,3767757.2
23033,4448034.0
23034,3691528.2
23035,4274973.0
23036,3792840.8
23037,4946411.5
23038,4094778.8
23039,4707559.0
23040,5193355.5
23041,3670888.5
23042,4224977.5
23043,4172698.5
23044,5555375.0
23045,5318556.0
23046,5165354.5
23047,4688547.0
23048,4664965.5
23049,5386230.0
23050,4709546.0
23051,4805811.5
23052,4930486.5
23053,5078535.0
23054,5400554.5
23055,5541095.5
23056,4817244.0
23057,3684241.8
23058,4551246.0
23059,5050543.5
23060,5659229.5
23061,5154108.0
23062,5344982.0
23063,3767558.8
23064,4998955.5
23065,4504354.0
23066,4206366.0
23067,4941575.5
23068,4716059.0
23069,4669162.5
23070,5808713.5
23071,4171226.8
23072,4713518.5
23073,4402056.5
23074,4982676.0
23075,5114220.5
23076,5118457.0
23077,3382568.5
23078,4735003.5
23079,3881083.5
23080,4809129.5
23081,4126578.2
23082,4357096.0
23083,3673839.0
23084,4760093.5
23085,4542847.5
23086,4224965.0
23087,4796332.5
23088,5371535.0
23089,4398095.0
23090,3815690.2
23091,3683430.2
23092,4558958.5
23093,4435259.0
23094,4707669.0
23095,4393196.0
23096,5202167.5
23097,3712189.0
23098,5348655.0
23099,3913624.2
23100,4588889.0
23101,3966876.5
23102,4589488.5
23103,5342228.0
23104,5687324.5
23105,3880503.2
23106,5335306.5
23107,4940430.5
23108,5775879.5
23109,3729681.8
23110,4825254.5
23111,4890680.0
23112,4882478.0
23113,5274105.5
23114,5144521.0
23115,4095379.8
23116,4695175.0
